1873.8  0.39755  0.049359  0.00015343  8.928e-05  0.00022271  0.00095083  0.00022754  0.0009398  1.792e-05  0.0001337  2.6436e-05  0.00017916  2.9082e-05  0.0001305  5.4075e-06  2.6774e-05  5.6541e-06  1.16e-05  8.9206e-06  2.3455e-05  5.2134e-06  1.6748e-05  6.7375e-06  1.4027e-05  8.3564e-06  9.0834e-05  6.0677e-07  4.6692e-06
2154.4  0.33522  0.039185  0.00012558  7.2862e-05  0.0001768  0.00076889  0.00018219  0.00076228  1.4488e-05  0.00010817  2.1391e-05  0.00014491  2.3424e-05  0.00010563  4.3551e-06  2.1761e-05  4.5509e-06  9.3642e-06  7.1013e-06  1.8991e-05  4.2113e-06  1.3599e-05  5.3591e-06  1.1245e-05  6.752e-06  7.3622e-05  4.9168e-07  3.8075e-06
2477.1  0.27779  0.030605  0.00010122  5.8517e-05  0.00013807  0.00061232  0.00014353  0.00060898  1.1524e-05  8.6198e-05  1.705e-05  0.00011542  1.8567e-05  8.4205e-05  3.4471e-06  1.7405e-05  3.5971e-06  7.4328e-06  5.5485e-06  1.5123e-05  3.3446e-06  1.0872e-05  4.1925e-06  8.8691e-06  5.3747e-06  5.8791e-05  3.9257e-07  3.0595e-06
2848  0.22636  0.023535  8.0396e-05  4.6281e-05  0.00010615  0.00048054  0.00011135  0.00047952  9.0252e-06  6.7694e-05  1.3395e-05  9.0606e-05  1.4493e-05  6.6154e-05  2.6835e-06  1.371e-05  2.7943e-06  5.8061e-06  4.2588e-06  1.1853e-05  2.6139e-06  8.5644e-06  3.2282e-06  6.8878e-06  4.2179e-06  4.6286e-05  3.0904e-07  2.4244e-06
3274.5  0.1815  0.017833  6.2982e-05  3.6079e-05  8.0403e-05  0.00037191  8.5114e-05  0.00037241  6.9651e-06  5.243e-05  1.0381e-05  7.0148e-05  1.1151e-05  5.1256e-05  2.0565e-06  1.0643e-05  2.1356e-06  4.4673e-06  3.2144e-06  9.1503e-06  2.012e-06  6.6529e-06  2.4489e-06  5.2713e-06  3.2658e-06  3.5952e-05  2.4004e-07  1.8959e-06
3764.9  0.1433  0.013325  4.8704e-05  2.7749e-05  6.0055e-05  0.00028408  6.4168e-05  0.0002855  5.3018e-06  4.0081e-05  7.9425e-06  5.3606e-05  8.4632e-06  3.9198e-05  1.553e-06  8.15e-06  1.6074e-06  3.3887e-06  2.3882e-06  6.9646e-06  1.5268e-06  5.1006e-06  1.8317e-06  3.9789e-06  2.4966e-06  2.7575e-05  1.8412e-07  1.464e-06
4328.8  0.1115  0.0098275  3.7211e-05  2.1073e-05  4.4274e-05  0.00021436  4.7756e-05  0.00021623  3.9841e-06  3.0269e-05  6.0039e-06  4.0468e-05  6.3416e-06  2.9612e-05  1.1568e-06  6.162e-06  1.1927e-06  2.5369e-06  1.7485e-06  5.2314e-06  1.1433e-06  3.8629e-06  1.3522e-06  2.9649e-06  1.886e-06  2.0901e-05  1.3956e-07  1.1174e-06
4977  0.085569  0.0071605  2.8114e-05  1.5819e-05  3.2247e-05  0.0001599  3.5115e-05  0.00016192  2.9582e-06  2.2602e-05  4.488e-06  3.0204e-05  4.6961e-06  2.2117e-05  8.5083e-07  4.6039e-06  8.7337e-07  1.876e-06  1.2629e-06  3.8815e-06  8.4557e-07  2.8923e-06  9.8611e-07  2.1832e-06  1.4092e-06  1.5668e-05  1.0464e-07  8.4364e-07
5722.4  0.06483  0.0051589  2.1023e-05  1.1748e-05  2.3225e-05  0.00011802  2.5534e-05  0.00011999  2.1726e-06  1.67e-05  3.3202e-06  2.2307e-05  3.4397e-06  1.6346e-05  6.1848e-07  3.4023e-06  6.3189e-07  1.3718e-06  9.008e-07  2.8475e-06  6.183e-07  2.143e-06  7.1109e-07  1.5898e-06  1.0422e-06  1.1627e-05  7.7659e-08  6.3051e-07
6579.3  0.048532  0.0036786  1.5573e-05  8.6394e-06  1.6556e-05  8.6274e-05  1.8379e-05  8.8069e-05  1.5794e-06  1.222e-05  2.433e-06  1.6317e-05  2.4942e-06  1.1964e-05  4.4478e-07  2.4893e-06  4.5215e-07  9.9279e-07  6.3526e-07  2.0674e-06  4.475e-07  1.5726e-06  5.0751e-07  1.1461e-06  7.6353e-07  8.547e-06  5.7105e-08  4.6691e-07
7564.6  0.035929  0.0025984  1.1438e-05  6.2968e-06  1.1691e-05  6.2506e-05  1.3105e-05  6.4072e-05  1.1378e-06  8.8635e-06  1.7674e-06  1.183e-05  1.7923e-06  8.6795e-06  3.1677e-07  1.8047e-06  3.2027e-07  7.1186e-07  4.4334e-07  1.4869e-06  3.2083e-07  1.144e-06  3.5884e-07  8.1873e-07  5.5462e-07  6.2296e-06  4.1634e-08  3.4284e-07
8697.5  0.026326  0.0018196  8.3356e-06  4.5525e-06  8.1867e-06  4.4918e-05  9.2653e-06  4.624e-05  8.1285e-07  6.3771e-06  1.2737e-06  8.5082e-06  1.2771e-06  6.2458e-06  2.2363e-07  1.2975e-06  2.2482e-07  5.061e-07  3.0652e-07  1.0602e-06  2.2803e-07  8.2553e-07  2.5157e-07  5.7995e-07  3.9973e-07  4.505e-06  3.0121e-08  2.4979e-07
